Job_Title,Company_name,Job_skills,Job_location,Company_Experience
Medical Representative,The Ruby Mills Ltd,"['pharma sales', 'Medical sales', 'pharmacist', 'Medical Representative', 'medical marketing', 'Pharmacy', 'Medical', 'Marketing']","Mumbai, Pune, Delhi / NCR",0-2 Yrs
Medical Representative,D'source,"['Direct sales', 'Product service', 'Pharma', 'Healthcare', 'Scheduling', 'Management', 'Medical Representative', 'Medical']",Mumbai,0-1 Yrs
Head- Business Development & Sales -API (Pharma Background ),Sigachi Pharma,"['Market research', 'competitor analysis', 'data analysis', 'New Market Development', 'customer preferences', 'trends', 'Heading', 'Data']","Hyderabad, Telangana",22-26 Yrs
Medical Representative,Kavya Management Services,"['Biotechnology', 'Pharma', 'Pharmacy', 'Finance', 'Pharmaceutical sales', 'MS Office', 'Medical Representative', 'microsoft']",New Delhi,0-3 Yrs
Relationship Manager  - LAP,Hiranandani Financial Services,"['Loan Against Property', 'Housing Loan', 'Mortgage Loans', 'Business Loan', 'Secured Loan', 'HL', 'Home Loans', 'Relationship Management']","Sangareddy, Telangana, Warangal, Telangana, Hyderabad, Telangana(A.S Rao Nagar +5)",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Development', 'Business development', 'Filing']","Kolhapur, Maharashtra, Pune, Maharashtra, Mumbai (All Areas)",0-5 Yrs
Business Development Manager,Aarvi Encon,"['Lead Generation', 'Business Communication Skills', 'pharma', 'Staffing', 'Client Acquisition', 'New Business Development', 'Client', 'Pharmaceutical']","Hyderabad, Telangana(Addagutta +27)",4-9 Yrs
Business Development Associate (freshers Apply NOW !!),Meraki Organisation,"['Sales And Marketing', 'Marketing Communication', 'Business Development Management', 'Public Speaking', 'FRESHER', 'BBA', 'Aviation', 'Promotions']",Hyderabad(Somajiguda),0-1 Yrs
Business Officer/Medical Representative,Synokem Pharmaceuticals,"['Product Promotion', 'Brand Promotion', 'Sales Promotion', 'Pharma Marketing', 'Pharma Selling', 'Sales Planning', 'Strategic Planning', 'Pharmaceutical Sales']",Delhi / NCR,2-5 Yrs
Business Development Executive / Territory Development Manager,Lego Consultancy,"['Healthcare Marketing', 'diagnostics sales', 'Hospital Sales', 'Hospital Marketing', 'Pharma Selling', 'MR', 'Field Work', 'Pharma Marketing']","Kolkata, West Bengal, Medinipur, West Bengal, Siliguri, West Bengal",0-5 Yrs
Business Development Manager / Executive,Synthink Research Chemicals,"['Chemistry', 'chemical sales', 'Costing', 'Chemical', 'Pharma', 'Pharmacy', 'Sales Executive', 'Management']",Pune,0-2 Yrs
Medical Representative/Field Executive,Wilson Drugs & Pharmaceuticals,"['Medical Rep', 'Pharma Selling', 'ayurvedic sales', 'MR', 'Medical Sales', 'Pharmacy', 'Medical Marketing', 'Pharmaceutical']","Hybrid - Panipat, Haryana, Karnal, Haryana, Kurukshetra, Haryana",1-6 Yrs
Sales Representative III/ Area Manager,Medtronic,"['Surgical', 'Networking', 'Pharma', 'MIS', 'Relationship building', 'Healthcare', 'Instrumentation', 'Account management']",Chennai,7-10 Yrs
Medical Representative For Nellore,Torrent Pharmaceuticals,"['Sales And Marketing', 'Pharma Selling', 'MR', 'Ortho', 'Gynecology', 'Field Sales', 'Medical representative', 'Pharmaceutical Sales']",Remote,0-5 Yrs
Medical Representative For Rajkot,Torrent Pharmaceuticals,"['Sales And Marketing', 'Pharma Selling', 'MR', 'Ortho', 'Gynecology', 'Field Sales', 'Medical representative', 'Pharmaceutical Sales']",Remote,0-5 Yrs
Medical Representative For Ahmedabad,Torrent Pharmaceuticals,"['Sales And Marketing', 'Pharma Selling', 'MR', 'Ortho', 'Gynecology', 'Field Sales', 'Medical representative', 'Pharmaceutical Sales']",Remote,0-5 Yrs
Medical Representative,Torrent Pharmaceuticals,"['Sales And Marketing', 'Pharma Selling', 'MR', 'Ortho', 'Gynecology', 'Field Sales', 'Medical representative', 'Pharmaceutical Sales']",Remote,0-5 Yrs
Medical Representative,Torrent Pharmaceuticals,"['Sales And Marketing', 'Pharma Selling', 'MR', 'Ortho', 'Gynecology', 'Field Sales', 'Pharmaceutical Sales', 'Sales']",Remote,0-4 Yrs
Medical Representative,Pure Natural Products,"['Cold calling', 'Pharma', 'Pharma marketing', 'Healthcare', 'Pharmacology', 'Medical Representative', 'Marketing strategy', 'Pharmaceutical']",Delhi,0-2 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Development', 'Business development', 'Filing']","Rewari, Haryana, Hisar, Haryana, Karnal, Haryana",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Business development', 'Filing', 'Development']","Mandya, Karnataka, Raichur, Karnataka, Mangaluru, Karnataka",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Filing', 'Business development', 'Development']","Kolar, Karnataka, Davangere, Karnataka, Udupi, Karnataka",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Business development', 'Filing', 'Development']","Mysuru, Karnataka, Bengaluru, Karnataka, Belgaum, Karnataka",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Development', 'Business development', 'Filing']","Salem, Tamil Nadu, Coimbatore, Tamil Nadu, Cuddalore, Tamil Nadu",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Filing', 'Business development', 'Development']","Hosur, Tamil Nadu, Madurai, Tamil Nadu, Tenkasi, Tamil Nadu",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Filing', 'Business development', 'Development']","Tiruppur, Tamil Nadu, Nagapattinam, Tamil Nadu, Chennai, Tamil Nadu",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Business development', 'Filing', 'Development']","Tirupati, Andhra Pradesh, Khammam, Telangana, Armur, Telangana",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Business development', 'Filing', 'Development']","Anantapur, Andhra Pradesh, Nagarkurnool, Telangana, Chittoor, Andhra Pradesh",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Business development', 'Filing', 'Development']","Nandyal, Andhra Pradesh, Suryapet, Telangana, Adilabad, Telangana",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Business development', 'Filing', 'Development']","Vijayawada, Andhra Pradesh, Kurnool, Andhra Pradesh, Nellore, Andhra Pradesh",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Business development', 'Development', 'Filing']","Visakhapatnam, Andhra Pradesh, Guntur, Andhra Pradesh, Warangal, Telangana",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Filing', 'Business development', 'Development']","Koriya, Chhattisgarh, Bilaspur, Chhattisgarh, Raipur, Chhattisgarh",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Filing', 'Business development', 'Development']","Jalgaon, Maharashtra, Nashik, Maharashtra, Aurangabad, Maharashtra",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Filing', 'Business development', 'Development']","Bhubaneswar, Odisha, Cuttack, Odisha, Puri, Odisha",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Business development', 'Development', 'Filing']","Dhanbad, Jharkhand, Jamshedpur, Jharkhand, Ranchi, Jharkhand",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Filing', 'Business development', 'Development']","Kishanganj, Bihar, Bhabua, Bihar, Hajipur, Bihar",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Development', 'Business development', 'Filing']","Samastipur, Bihar, Siwan, Bihar, Arrah, Bihar",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Filing', 'Business development', 'Development']","Muzaffarpur, Bihar, Patna, Bihar, Gaya, Bihar",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Development', 'Business development', 'Filing']","Mainpuri, Uttar Pradesh, Pilibhit, Uttar Pradesh, Bijnor, Uttar Pradesh",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Filing', 'Development', 'Business development']","Saharanpur, Uttar Pradesh, Amroha, Uttar Pradesh, Moradabad, Uttar Pradesh",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Filing', 'Development', 'Business development']","Bareilly, Uttar Pradesh, Muzaffarnagar, Uttar Pradesh, Firozabad, Uttar Pradesh",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Filing', 'Development', 'Business development']","Ghaziabad, Uttar Pradesh, Bulandshahr, Uttar Pradesh, Meerut, Uttar Pradesh",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Business development', 'Development', 'Filing']","Kasganj, Uttar Pradesh, Mathura, Uttar Pradesh, Agra, Uttar Pradesh",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Business development', 'Development', 'Filing']","Azamgarh, Uttar Pradesh, Ballia, Uttar Pradesh, Fatehpur, Uttar Pradesh",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Filing', 'Development', 'Business development']","Sant Kabir Nagar, Uttar Pradesh, Basti, Uttar Pradesh, Deoria, Uttar Pradesh",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Development', 'Business development', 'Filing']","Unnao, Uttar Pradesh, Bara Banki, Uttar Pradesh, Auraiya, Uttar Pradesh",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Filing', 'Business development', 'Development']","Ghazipur, Uttar Pradesh, Mau, Uttar Pradesh, Mirzapur, Uttar Pradesh",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Business development', 'Development', 'Filing']","Varanasi, Uttar Pradesh, Faizabad, Uttar Pradesh, Amethi, Uttar Pradesh",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Filing', 'Development', 'Business development']","Prayagraj, Uttar Pradesh, Kanpur, Uttar Pradesh, Lucknow, Uttar Pradesh",0-5 Yrs
Business Development Associate,Byjus,"['Communication Skills', 'Telugu', 'Inside Sales', 'Hindi', 'Tamil', 'Malayalam', 'Sales', 'Kannada']","Hyderabad, Telangana(Banjara hills), Chennai, Tamil Nadu(Nungambakkam), Bengaluru, Karnataka(Marathahalli)",0-1 Yrs
Business Development Associate,BYJUS,"['Communication Skills', 'Selling Skills', 'Convincing Power', 'Education Counseling', 'Counselling', 'Student Counseling', 'Educational Sales', 'Patience']","Hyderabad, Telangana(Banjara hills), Chennai, Tamil Nadu(Nungambakkam), Bengaluru, Karnataka(Marathahalli)",0-5 Yrs
Seeking Dynamic Freshers For Business Associate Role Freshers,Meraki Organisation,"['Marketing', 'Communication Skills', 'Sales', 'Flexible', 'Interpersonal Skills', 'Leadership', 'Hard Working', 'Smart Worker']",Hyderabad(Somajiguda),0-1 Yrs
"Freshers Don't Wait, GRAB Opportunity!!! Business Associate",Meraki Organisation,"['Public Relations', 'sales', 'Marketing', 'Communication Skills', 'Interpersonal Skills', 'Hospitality', 'Aviation', 'Promotions']",Hyderabad(Somajiguda),0-2 Yrs
Customer Manager - Home loan sales,Mahindra Rural Housing Finance (MRHFL),"['home loan sales', 'home finance', 'Customer management', 'Sales', 'Home loans', 'Finance', 'Management', 'Loan Sales']","Vijayawada, Andhra Pradesh, Guntur, Andhra Pradesh, Hyderabad(Shamshabad +2)",0-4 Yrs
Urgent||Area Business Manager||Medical Representative,Arkray Healthcare,"['Diagnostics', 'pharma', 'Pharmaceutical', 'Management', 'Medical']","Chandigarh, Chandigarh, Udaipur (Dharamjaigarh), Chhattisgarh, Chennai, Tamil Nadu",1-3 Yrs
Senior Executive / Relationship Manager - Direct Sales -Hyderabad,Infocom Network Pvt Ltd,"['B2B', 'New Client Acquisition', 'Client Onboarding', 'Telesales', 'Direct Sales', 'Inside Sales', 'Business Development', 'Revenue Generation']",Hyderabad(Bansilalpet +15),1-4 Yrs
Medical Representative (CNS Segment),Kuresys Labs,"['Field Sales', 'fresher', 'Sales', 'Sales And Marketing', 'MR', 'Pharma Marketing', 'Medical', 'Pharmaceutical']","Hybrid - Chandigarh, Chandigarh, Gurugram, Haryana, Jaipur, Rajasthan",0-3 Yrs
Business Development Associate,Byjus,"['Inside Sales', 'Edtech', 'Educational Sales', 'Sales', 'B2C Sales', 'Sales Development', 'Business development', 'Development']","Hyderabad/ Secunderabad, Telangana(Banjara hills), Chennai, Tamil Nadu(Nungambakkam), Bangalore/ Bengaluru, Karnataka(Marathahalli)",0-0 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Business development', 'Filing', 'Development']","Vapi, Gujarat, Rajkot, Gujarat, Surat, Gujarat",0-5 Yrs
Business Development Executive / Medical Representative (BDE/MR),Vegetal Bio Actives Pvt. Ltd.,"['Pharma Selling', 'Bde', 'Medical Rep', 'Dermatology', 'Field Sales', 'Sales', 'Medical', 'Pharmaceutical']","New Delhi, Delhi, Delhi / NCR",2-5 Yrs
Medical Representative-Ayurveda,BLS International,"['MR', 'medical', 'Healthcare Marketing', 'Sales', 'ayurveda', 'Pharma Marketing', 'Pharmaceutical Sales', 'Pharmaceutical']",Remote,3-4 Yrs
Medical Representative,Docdoz Pharma,"['Basic', 'Trade', 'Sales', 'Pharma', 'Medical Representative', 'Pharmaceutical', 'Medical']","Chikmagalur, Chitradurga, Hassan, Davangere, Shimoga/Shivamogga",0-2 Yrs
Medical Coder - Botany / Zoology / Chemistry /Biotech,Clininfotech,"['Medical Coding', 'Biotechnology', 'Ayurveda', 'Microbiology', 'Physiotherapy', 'botany', 'Pharmacology', 'Biology']","Pune, Bangalore/Bengaluru",0-1 Yrs
Medical Business Associate,GSK India,"['Procurement', 'Sales', 'Networking', 'Time management', 'Pharma', 'Pharmacy', 'Medical Business Associate', 'Healthcare']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",1-4 Yrs
Urgent Hiring Freshers (UG) KPO Process Executive (Non Voice),Maatrum Technologies and Legal Ventures Pvt. Ltd.,"['Translation', 'Transcription', 'Non Voice Process', 'Proof Reading', 'Typing Skills', 'KPO', 'Data Entry', 'Voice']","Indore, Madhya Pradesh, Hyderabad, Telangana(Begumpet +3), Pune, Maharashtra(Vijay Nagar +3)",0-3 Yrs
Pharmacists and Pharma aides,Modern Family Doctor,"['Pharma', 'Pharmacy', 'Pharmaceutical']",Bangalore/Bengaluru,5-10 Yrs
Therapy Business Manager,Abbott,"['Training', 'Brand Ambassador', 'Pharma', 'Relationship building', 'Supervision', 'Salesforce', 'Brand', 'Building']",Hyderabad/Secunderabad,3-6 Yrs
Medical Representative,The Ruby Mills Ltd,"['MS Office', 'Medical sales', 'pharmacist', 'medical marketing', 'Sales', 'Microsoft', 'Office', 'Medical']","Mumbai, Nagpur, Chandigarh, New Delhi, Pune, Ahmedabad",0-2 Yrs
Sales Executive and Assistant Sales Manager,Vision 2K India LLP/Livon Techno Foams,"['Sales Operations', 'Channel Sales Strategies', 'Sales Management', 'Business Development Management', 'B2B Lead Generation', 'Sales Forecasting', 'Sales Coordination', 'Sales Planning']","Hybrid - Vijayawada, Andhra Pradesh, Hyderabad(SD Road +1), Kurnool, Andhra Pradesh",2-7 Yrs
"Pharmacy,Physiotherapy,Nursing,Pharma,BPT Grad Wanted inAndhra Pradesh",Achievers Spot,"['B.Pharm', 'Nursing', 'Staff nurse', 'Physiotherapist', 'M.Pharm', 'Biotechnology', 'Microbiology', 'Physiotherapy']","Tirupati, Andhra Pradesh, Hyderabad/ Secunderabad, Telangana, Nellore, Andhra Pradesh",0-3 Yrs
Handicapped Freshers opening with a Pharma hyderaba,PHARMA/HEALTHCARE,"['Msc Chemistry', 'Biotechnology', 'M.sc biotechnology', 'MS', 'Mpharm', 'Pharmaceutical', 'Microsoft', 'Chemistry']",Hyderabad,0-5 Yrs
Senior Manager / Head For Business Development,WONDERLA HOLIDAYS LTD,"['Revenue Generation', 'Business Negotiations', 'Corporate Sales', 'Corporate Selling', 'Hospitality Sales', 'Key Accounts', 'Corporate Business Development', 'Corporate Tie-ups']","Hyderabad, Telangana(Miyapur +10)",7-12 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Development', 'Business development', 'Filing']","Jalandhar, Punjab, Ambala, Haryana, Amritsar, Punjab",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Development', 'Business development', 'Filing']","Ludhiana, Punjab, Chandigarh, Chandigarh, Patiala, Punjab",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Business development', 'Filing', 'Development']","Rohtak, Haryana, Panchkula, Haryana, Hisar, Haryana",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Filing', 'Business development', 'Development']","Hapur, Uttar Pradesh, Ghaziabad, Uttar Pradesh, Meerut, Uttar Pradesh",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Filing', 'Business development', 'Development']","Dehradun, Uttarakhand, Rudrapur, Uttarakhand, Haldwani, Uttarakhand",0-5 Yrs
Business Development Executive /Sales officer/ Filed Sales Executive,Cyitechsearch Interactive Solutions,"['Sales', 'Filing', 'Business development', 'Development']","Kota, Rajasthan, Jaipur, Rajasthan, Bhilwara, Rajasthan",0-5 Yrs
